scene0593_01/scene0593_01.vox,scene0593_01/scene0593_01.colored_new.pkl
scene0690_00/scene0690_00.vox,scene0690_00/scene0690_00.colored_new.pkl
scene0486_00/scene0486_00.vox,scene0486_00/scene0486_00.colored_new.pkl
scene0529_00/scene0529_00.vox,scene0529_00/scene0529_00.colored_new.pkl
scene0552_00/scene0552_00.vox,scene0552_00/scene0552_00.colored_new.pkl
scene0087_02/scene0087_02.vox,scene0087_02/scene0087_02.colored_new.pkl
scene0368_00/scene0368_00.vox,scene0368_00/scene0368_00.colored_new.pkl
scene0659_00/scene0659_00.vox,scene0659_00/scene0659_00.colored_new.pkl
scene0604_02/scene0604_02.vox,scene0604_02/scene0604_02.colored_new.pkl
scene0695_00/scene0695_00.vox,scene0695_00/scene0695_00.colored_new.pkl
scene0560_00/scene0560_00.vox,scene0560_00/scene0560_00.colored_new.pkl
scene0394_01/scene0394_01.vox,scene0394_01/scene0394_01.colored_new.pkl
scene0357_00/scene0357_00.vox,scene0357_00/scene0357_00.colored_new.pkl
scene0335_00/scene0335_00.vox,scene0335_00/scene0335_00.colored_new.pkl
scene0430_01/scene0430_01.vox,scene0430_01/scene0430_01.colored_new.pkl
scene0673_02/scene0673_02.vox,scene0673_02/scene0673_02.colored_new.pkl
scene0008_00/scene0008_00.vox,scene0008_00/scene0008_00.colored_new.pkl
scene0665_01/scene0665_01.vox,scene0665_01/scene0665_01.colored_new.pkl
scene0426_02/scene0426_02.vox,scene0426_02/scene0426_02.colored_new.pkl
scene0177_01/scene0177_01.vox,scene0177_01/scene0177_01.colored_new.pkl
scene0345_00/scene0345_00.vox,scene0345_00/scene0345_00.colored_new.pkl
scene0424_02/scene0424_02.vox,scene0424_02/scene0424_02.colored_new.pkl
scene0222_01/scene0222_01.vox,scene0222_01/scene0222_01.colored_new.pkl
scene0597_00/scene0597_00.vox,scene0597_00/scene0597_00.colored_new.pkl
scene0271_01/scene0271_01.vox,scene0271_01/scene0271_01.colored_new.pkl
scene0516_01/scene0516_01.vox,scene0516_01/scene0516_01.colored_new.pkl
scene0092_03/scene0092_03.vox,scene0092_03/scene0092_03.colored_new.pkl
scene0668_00/scene0668_00.vox,scene0668_00/scene0668_00.colored_new.pkl
scene0492_00/scene0492_00.vox,scene0492_00/scene0492_00.colored_new.pkl
scene0324_00/scene0324_00.vox,scene0324_00/scene0324_00.colored_new.pkl
scene0282_00/scene0282_00.vox,scene0282_00/scene0282_00.colored_new.pkl
scene0136_02/scene0136_02.vox,scene0136_02/scene0136_02.colored_new.pkl
scene0002_00/scene0002_00.vox,scene0002_00/scene0002_00.colored_new.pkl
scene0535_00/scene0535_00.vox,scene0535_00/scene0535_00.colored_new.pkl
scene0245_00/scene0245_00.vox,scene0245_00/scene0245_00.colored_new.pkl
scene0609_00/scene0609_00.vox,scene0609_00/scene0609_00.colored_new.pkl
scene0591_02/scene0591_02.vox,scene0591_02/scene0591_02.colored_new.pkl
scene0487_00/scene0487_00.vox,scene0487_00/scene0487_00.colored_new.pkl
scene0118_02/scene0118_02.vox,scene0118_02/scene0118_02.colored_new.pkl
